Code,Name,Population,Households,Area,Male,Female,Black,Coloured,Indian or Asian,White,Other race,Afrikaans,English,IsiNdebele,IsiXhosa,IsiZulu,Sepedi,Sesotho,Setswana,Sign language,SiSwati,Tshivenda,Xitsonga,Other language,Language not applicable
284139,Ntwashini A,302,84,1.5883277384,126,176,302,0,0,0,0,0,7,0,270,0,0,1,1,23,0,0,0,0,0
284140,Gxojeni,668,88,1.8609419103,237,431,662,2,0,4,0,0,0,0,420,0,3,2,0,2,0,0,0,1,239
284141,Mafusini A,310,65,1.2798352758,143,167,310,0,0,0,0,0,5,0,304,0,0,1,0,0,0,0,0,0,0
284142,KwaSese,151,31,1.3761228479,72,79,151,0,0,0,0,0,2,0,146,0,0,0,0,1,0,0,0,1,0
284143,Ngcwabeni,312,62,0.686272483,135,178,312,0,0,0,0,0,14,0,291,0,2,0,0,5,0,0,0,0,0
284144,Mrhotshozweni,229,52,0.8942237497,105,124,229,0,0,0,0,0,1,1,217,0,0,0,0,9,0,0,0,0,0
284145,Eluqolweni,523,103,2.1892054687,250,274,523,0,0,0,0,1,1,2,507,2,1,3,2,2,0,0,0,0,0
284146,Lower Gqobonco,584,170,2.5505157704,304,280,584,0,0,0,0,4,6,1,568,1,0,1,0,0,0,0,0,4,0
284147,Mabhulwini,211,57,1.1885333992,117,94,208,1,1,0,0,2,9,1,197,0,1,0,0,0,0,0,0,0,0
284148,Sigangeni C,259,70,0.9581099311,129,130,258,0,0,0,1,0,7,0,250,0,0,0,1,0,0,0,1,0,0
284149,Pulangweni,505,107,2.8187590949,219,286,501,0,4,0,0,10,14,2,454,5,6,2,0,7,0,1,0,4,0
284150,Amaqwati,190,47,2.4307087525,78,112,186,0,0,1,2,0,2,0,179,0,2,1,1,1,0,0,0,2,0
284151,Mtini,418,96,1.5842430484,201,217,414,0,2,0,2,0,2,1,410,0,0,0,0,0,0,0,0,5,0
284152,KwaFane B,521,129,1.3926818451,246,275,521,0,0,0,0,1,30,5,477,3,0,0,0,1,0,0,0,4,0
284153,Ntibane A,493,100,1.2228755181,212,282,493,0,0,0,0,0,1,0,488,0,0,0,0,5,0,0,0,0,0
284154,KwaNdima,763,2,0.9984752565,303,459,763,0,0,0,0,6,9,15,725,0,0,2,0,5,0,1,0,0,0
284155,Mamfengwini,576,130,1.5776212428,275,301,576,0,0,0,0,2,0,2,572,0,0,0,0,0,0,0,0,0,0
284156,KuManyisana,386,100,2.1650233018,162,224,386,0,0,0,0,0,9,0,375,0,0,1,0,1,0,0,0,0,0
284157,Nkondlo A,440,114,1.3760168517,184,256,438,0,0,1,0,2,4,2,422,0,1,1,1,1,1,0,0,4,0
284158,KwaLanga,435,88,2.5720551137,194,241,433,0,1,1,0,2,17,3,409,1,0,1,0,1,0,0,0,0,0
284159,KwaZwelinzima,451,84,1.3741071157,203,248,449,0,0,0,2,5,7,1,433,0,1,0,0,1,0,1,0,2,0
284160,Xhibeni,555,118,1.5534937769,247,308,549,2,0,1,2,17,17,5,486,8,2,2,2,10,1,0,1,2,0
284161,Lalini,271,62,0.9169383334,127,144,267,0,0,0,3,0,1,0,264,0,1,1,0,0,0,0,0,3,0
284162,Rasmeni,205,43,0.5271584325,95,111,205,0,0,0,0,0,5,1,195,0,0,4,0,0,0,0,0,0,0
284163,Kwabhinca,70,22,2.5688512146,39,31,70,0,0,0,0,0,7,0,64,0,0,0,0,0,0,0,0,0,0
284164,Mthumeni,77,22,2.7810089904,30,47,77,0,0,0,0,1,1,0,73,0,0,0,0,1,0,0,0,0,0
284165,Bhinca,58,14,1.6725125108,22,37,58,0,0,0,0,0,0,0,57,0,0,0,0,1,0,0,0,0,0
284166,KwaNtaka,349,66,1.1854338619,173,176,332,10,3,4,0,0,1,1,261,0,0,0,0,0,0,0,0,0,85
284167,KwaNzolo A,341,78,1.1553551026,152,190,341,0,0,0,0,0,6,7,321,2,0,1,2,1,0,0,0,1,0
284168,Echibini B,517,94,2.1711656608,249,269,509,7,1,0,0,1,1,0,499,0,0,6,0,5,0,6,0,0,0
284169,KuNdaca,201,52,0.5494274824,112,89,201,0,0,0,0,0,2,0,195,0,1,0,1,1,0,0,0,0,0
284170,Estishini,660,131,1.7232022873,308,352,658,1,0,0,1,2,11,6,629,1,1,0,1,6,0,1,0,1,0
284171,Lower Manyisana,460,130,0.9646174098,211,249,458,0,0,0,2,1,16,0,440,0,0,1,0,1,0,0,0,0,0
284172,Tembisa,514,171,0.7657942652,195,319,508,1,0,2,2,5,3,1,484,1,1,5,0,10,0,0,0,4,0
284173,Gqutyini A,612,121,4.7952634986,269,343,612,0,0,0,0,3,21,0,568,5,7,4,3,1,0,0,0,0,0
284174,Gqutyini B,137,32,0.5697609776,70,66,137,0,0,0,0,1,2,0,129,0,0,1,0,3,0,0,0,0,0
284175,eBiyoni,113,25,0.5001798346,59,53,113,0,0,0,0,1,11,0,97,0,0,1,0,2,0,0,0,0,0
284176,KuMtala,169,41,0.4565934406,71,98,169,0,0,0,0,0,0,0,167,0,0,2,0,0,0,0,0,0,0
284177,Machibini A,307,68,0.9038751364,143,164,306,0,0,0,1,1,7,1,293,1,1,1,1,0,0,0,0,0,0
284178,Cefane,654,138,11.545511402,351,303,653,1,0,0,0,2,11,1,630,0,1,1,1,6,0,0,0,0,0
284179,Engcobo,9835,3317,26.7631814534,4389,5447,9702,17,42,33,41,373,251,31,8540,29,15,60,18,194,2,1,3,120,197
284180,Newtown,469,127,1.3602718581,224,245,465,1,2,0,0,5,13,2,439,0,1,2,3,4,0,0,0,0,0
284181,Zola,374,103,0.7225247107,159,214,374,0,0,0,0,0,4,6,352,0,0,1,0,8,0,0,0,2,0
284182,Kobe,455,137,0.7887789129,249,206,454,1,0,0,0,1,2,2,440,0,0,0,1,3,0,0,0,5,0
284183,Sdadeni,1053,212,1.3093761798,480,573,1053,0,0,0,0,5,9,0,1034,0,1,0,0,3,0,0,0,0,0
284184,All Saints Mission,260,59,0.4481380466,144,116,258,0,2,0,0,0,19,0,225,0,0,0,1,3,0,0,0,11,0
284185,Mxesibe,659,241,0.6891900229,247,411,641,11,1,5,1,1,22,0,450,3,0,0,1,2,0,0,0,0,180
284186,Mcinga,694,222,2.3302496174,300,393,694,0,0,0,0,0,1,5,685,1,0,0,0,1,0,0,0,0,0
284187,Phesheya Vayizana,299,78,1.3553461012,128,171,299,0,0,0,0,14,1,7,272,0,1,1,0,1,0,0,1,0,0
284188,Mafusini B,374,97,1.2380575706,170,204,374,0,0,0,0,2,15,1,351,0,2,0,1,1,0,0,0,0,0
284189,Mkanzi,414,128,2.7324148316,193,221,409,0,2,2,0,5,25,2,376,1,0,3,0,0,0,0,1,0,0
284190,Gwetyubeni,489,114,2.1700506987,247,242,489,0,0,0,0,2,26,0,441,2,1,1,1,6,0,8,0,0,0
284191,Drayini A,283,75,0.6896062222,161,122,282,0,0,0,1,0,7,0,275,1,0,0,0,0,0,0,0,0,0
284192,Ntywenka,246,59,1.7205374941,114,132,245,1,0,0,0,1,7,0,222,0,0,2,1,13,0,0,0,0,0
284193,Caca,295,65,1.5218450099,134,161,295,0,0,0,0,0,3,0,288,0,0,1,0,2,0,0,0,0,0
284194,Matyeni,344,70,1.8923796057,171,173,344,0,0,0,0,2,9,0,329,0,1,0,0,2,0,0,0,0,0
284195,Engxogi,605,129,1.9643753147,255,350,604,0,0,1,0,1,3,0,594,2,0,2,0,1,0,0,0,1,0
284196,eMadizeni,352,82,1.4851356397,165,187,352,0,0,0,0,0,1,0,351,0,0,0,0,0,0,0,0,0,0
284197,Mantlaneni,250,62,1.1360480625,119,132,250,0,0,0,0,1,8,0,237,2,1,0,0,1,0,0,0,0,0
284198,eNtabeni,284,81,0.9467530426,130,154,284,0,0,0,0,2,5,0,277,0,0,0,0,0,0,0,0,0,0
284199,eXuka,343,79,1.0800092251,159,184,342,0,1,0,0,2,2,0,329,0,0,1,2,6,0,0,0,0,0
284200,eMafusini,211,56,0.7131619429,96,115,211,0,0,0,0,0,1,0,206,0,0,1,0,2,0,0,0,0,0
284201,KwaMhlontlo,262,53,0.9477397471,125,136,260,0,0,1,0,1,17,0,231,5,1,0,1,4,0,0,0,1,0
284202,Mgwalana A,229,61,1.6825656894,106,124,229,0,0,0,0,1,7,0,206,2,0,2,1,9,0,0,0,0,0
284203,Maxesibeni,176,36,1.8919694056,72,104,176,0,0,0,0,0,1,1,165,0,0,0,0,8,0,0,0,0,0
284204,KuPahla,502,115,2.740620149,256,246,501,0,1,0,0,3,24,2,416,4,1,1,2,47,0,0,0,1,0
284205,Ntibane B,435,77,0.9649474723,195,240,435,0,0,0,0,2,16,0,404,1,6,1,1,3,0,0,0,0,0
284206,KuNtaka A,210,47,0.7427041187,86,124,210,0,0,0,0,0,3,0,203,1,0,1,0,1,0,0,0,0,0
284207,Ngwangwane,672,159,2.3127337136,300,372,671,0,1,0,0,2,2,0,662,0,5,0,1,0,0,0,0,0,0
284208,Mangxongweni,571,116,2.0688785701,250,321,571,0,0,0,0,2,14,1,511,1,1,5,2,34,0,0,0,0,0
284209,Macwhereni,957,210,3.9994205226,420,537,957,0,0,0,0,4,13,8,919,3,1,3,1,5,0,0,0,0,0
284210,Efameni,276,60,0.7848872993,136,140,275,1,0,0,0,0,2,0,271,0,0,0,0,2,0,0,0,0,0
284211,KwaGcina,266,71,0.5874086128,127,140,266,0,0,0,0,1,1,12,240,0,0,1,0,11,0,0,0,0,0
284212,eMdungunyeni,224,64,0.571853147,105,119,223,0,0,0,1,2,9,0,204,0,0,0,0,7,0,0,1,0,0
284213,eSixholosi,658,137,1.1571550878,317,341,658,0,0,0,0,0,9,1,612,0,0,1,0,10,0,0,0,24,0
284214,Mateni,277,58,0.6776422768,123,153,277,0,0,0,0,0,2,0,252,0,1,0,0,21,0,0,0,0,0
284215,KuMazikanyi,196,60,0.4872584921,98,98,196,0,0,0,0,1,0,0,192,0,0,0,0,0,0,0,0,2,0
284216,Namqamkazini,244,44,1.7488730889,120,124,243,0,0,0,1,0,2,0,237,0,0,2,1,1,0,0,0,0,0
284217,eDrayini,257,98,0.9285274316,133,124,257,0,0,0,0,0,11,0,237,0,0,0,0,0,0,0,0,9,0
284218,Nyanga,835,126,0.9697138169,395,440,818,6,4,7,0,0,0,0,353,0,0,1,0,1,0,7,0,16,457
284219,Kalinyanga,528,132,1.145377563,280,248,497,30,1,0,0,1,2,2,513,0,0,2,0,5,0,0,0,2,0
284220,Mbombombo,85,19,0.5005792645,41,44,81,3,1,0,0,0,0,0,83,0,0,0,0,2,0,0,0,0,0
284221,eNdungunyeni,159,38,0.6058202265,83,75,158,1,0,0,0,0,0,0,157,0,0,0,0,1,0,0,0,0,0
284222,Lower Ndungunyeni,150,33,0.3917049661,68,82,150,0,0,0,0,0,1,1,144,2,0,0,0,1,0,0,0,0,0
284223,Upper Mangxongweni,117,27,0.2386808286,55,62,117,0,0,0,0,0,0,0,117,0,0,0,0,0,0,0,0,0,0
284224,Upper Nzolo,458,85,0.8821693001,213,245,458,0,0,0,0,2,10,2,424,5,10,1,0,3,0,0,0,0,0
284225,Ntlelelengwane,509,97,1.1817600725,261,248,508,0,0,1,0,1,13,1,480,3,1,2,1,3,0,0,0,4,0
284226,KwaXoxo,238,66,1.2341268182,109,130,237,0,0,1,0,0,1,0,230,2,0,1,1,1,0,0,0,1,0
284227,eNgcacu A,508,104,3.0320326557,241,267,507,0,0,1,0,2,2,1,475,0,1,17,0,9,0,0,0,0,0
284228,Cwane,295,51,1.1763400086,136,159,295,0,0,0,0,4,11,1,269,1,0,5,0,2,0,0,1,0,0
284229,eNgcacu B,249,49,0.9059437055,108,141,249,0,0,0,0,0,1,0,246,0,0,0,0,2,0,0,0,0,0
284230,KuNqezantsi,175,41,1.1932750081,85,90,175,0,0,0,0,1,1,1,168,1,0,0,0,2,0,0,0,0,0
284231,KuMaqanda,141,30,0.8961678454,68,74,141,0,0,0,0,1,0,0,140,0,0,0,0,0,0,0,0,0,0
284232,KwaNtondo,530,107,1.9990730245,275,255,528,0,0,2,0,0,5,0,518,1,1,0,2,1,0,1,0,1,0
284233,KwaSitelo,399,84,1.4658001488,166,233,399,0,0,0,0,0,2,0,380,0,2,0,0,1,0,0,0,13,0
284234,eMacwereni,409,71,2.0819072922,166,243,409,0,0,0,0,0,0,0,404,0,1,0,0,3,0,0,0,0,0
284235,KwaNqinwayo,611,135,1.4369289077,270,341,610,0,0,1,0,5,6,0,571,6,3,5,2,2,0,0,0,11,0
284236,Mhlopekazi,875,197,3.5030316561,390,486,874,0,0,1,0,0,5,1,865,0,1,2,0,1,0,0,0,0,0
284237,Mampondweni,177,42,1.2139661406,73,104,177,0,0,0,0,0,0,0,176,0,1,0,0,0,0,0,0,0,0
284238,Manxingweni,272,74,1.2135749115,123,149,270,1,0,0,0,1,9,1,255,1,2,1,0,1,0,0,0,0,0
284239,Madladleni,433,100,2.7746491933,202,231,433,0,0,0,0,1,15,0,403,4,1,1,1,6,0,1,0,0,0
284240,Sigodlweni,222,53,1.8693816061,123,99,222,0,0,0,0,0,0,0,222,0,0,0,0,0,0,0,0,0,0
284241,Machibini B,148,28,1.1073337113,68,80,147,0,0,0,1,0,0,1,140,0,5,1,1,0,0,0,0,0,0
284242,KwaTshatshu B,421,82,8.9784258759,189,232,421,0,0,0,0,11,14,1,388,3,1,2,0,0,0,1,0,0,0
284243,eJojweni B,220,46,1.4535525332,102,119,218,2,0,0,0,2,7,0,203,0,0,1,3,1,0,0,0,2,0
284244,Mampingeni,313,92,2.937864827,155,158,312,0,1,0,0,1,1,0,296,4,0,0,1,10,0,0,0,0,0
284245,Mhlontlo,294,55,1.6124886159,117,177,294,0,0,0,0,2,8,1,271,2,3,1,1,2,0,0,0,1,0
284246,Bojane,278,67,1.0976468035,142,137,277,0,1,0,0,3,5,1,268,0,0,0,0,1,0,0,0,0,0
284247,Sikobeni,726,196,3.0932516782,348,378,720,3,1,2,0,3,23,2,663,2,2,2,2,26,0,0,0,0,0
284248,Mtebele,289,67,0.5383992638,148,142,281,0,0,7,1,11,6,0,259,5,1,0,1,2,0,0,5,0,0
284249,Siqingqini,357,87,0.5505462809,168,188,357,0,0,0,0,0,35,1,311,0,0,1,0,8,0,0,0,0,0
284250,Sigingqini,200,60,0.7628560631,99,101,200,0,0,0,0,1,3,0,193,1,0,0,0,1,0,0,0,0,0
284251,KuKanyi,318,72,0.7495623899,157,162,315,0,0,3,0,2,1,0,310,0,0,0,0,1,0,0,0,0,4
284252,Ngxabane,151,39,0.8318286858,70,81,151,0,0,0,0,0,1,0,149,0,0,0,0,1,0,0,0,0,0
284253,Xuka,239,48,0.5272525303,121,118,239,0,0,0,0,0,2,2,230,0,1,2,0,1,0,0,0,0,0
284254,Lower Mangxongweni,204,49,0.6530368726,82,121,204,0,0,0,0,0,0,0,202,0,0,0,0,0,0,0,0,1,0
284255,Ntwashini B,161,38,0.8937983604,66,95,161,0,0,0,0,1,0,0,157,1,0,1,0,1,0,0,0,0,0
284256,Kanyi,289,67,0.5057969623,144,145,289,0,0,0,0,1,0,0,280,3,0,0,0,1,0,0,0,4,0
284257,Lower Nzolo,275,67,0.6236142682,120,156,275,0,0,0,0,0,2,0,260,0,0,2,0,10,0,0,0,0,0
284258,Ndlela,167,44,2.6330754322,89,78,167,0,0,0,0,6,3,3,149,0,1,3,0,0,0,0,0,0,0
284259,Swekileni,229,67,2.1451662526,92,137,229,0,0,0,0,1,6,1,211,2,3,1,2,1,0,0,0,0,0
284260,KuNqumakala,245,53,7.8637565678,109,136,245,0,0,0,0,1,9,0,234,0,0,1,0,0,0,0,0,0,0
284261,Mazangweni,476,87,5.6058657829,207,269,471,0,1,0,4,9,47,2,400,1,2,4,0,10,0,0,0,0,0
284262,KwaLandu,472,130,4.116357337,235,237,472,0,0,0,0,0,6,0,455,1,0,0,2,8,0,0,0,0,0
284263,KwaDlomo A,270,56,2.2735198605,121,149,270,0,0,0,0,0,3,0,265,0,0,0,0,1,0,0,0,0,0
284264,Lucwecwe A,371,96,1.0405212156,175,196,371,0,0,0,0,0,15,0,345,2,0,1,1,6,0,0,0,0,0
284265,Macubeni,205,51,0.7626543533,106,98,205,0,0,0,0,0,1,0,200,0,0,0,0,2,0,0,0,1,0
284266,Embo,194,49,0.9363010768,83,111,191,0,0,2,0,0,3,0,189,0,0,1,0,0,0,0,0,0,0
284267,eQolweni B,339,67,3.4670065393,148,191,339,0,0,0,0,0,1,0,337,0,0,0,0,1,0,0,0,0,0
284268,Lucwecwe B,326,63,1.3047152164,152,174,326,0,0,0,0,0,1,0,316,0,0,2,1,5,0,0,0,0,0
284269,Ntlakwendlela,394,84,2.3478117292,169,226,392,2,0,0,0,1,5,1,385,2,0,0,0,0,0,0,0,0,0
284270,Mkhobeni,270,56,1.0671259411,125,145,270,0,0,0,0,0,0,0,269,0,0,1,0,0,0,0,0,0,0
284271,eMantlwaneni,299,74,0.7934917057,147,152,299,0,0,0,0,2,0,1,290,3,0,1,0,1,0,0,0,0,0
284272,KwaMaya,601,137,2.2426558712,279,322,601,0,0,0,0,3,3,1,586,0,1,1,1,3,0,0,0,0,0
284273,Nkondlo B,490,132,1.6956664343,242,248,490,0,0,0,0,0,0,0,486,0,0,1,0,1,1,0,0,0,0
284274,KuNgcebengwana,122,27,1.9933426434,62,60,122,0,0,0,0,0,0,0,122,0,0,0,0,0,0,0,0,0,0
284275,Miyeni,288,69,0.520761234,166,121,288,0,0,0,0,0,1,0,278,2,0,0,2,1,0,0,2,0,0
284276,Mdeni B,702,172,0.8645065031,351,352,700,0,0,2,0,2,31,6,637,2,0,8,0,14,0,0,0,2,0
284277,Upper Komkulu,374,89,0.7329435413,181,194,373,0,0,0,1,1,28,0,340,1,0,1,1,2,0,0,0,0,0
284278,Sixotyeni,159,44,1.7930729681,71,88,159,0,0,0,0,0,2,0,154,0,0,1,0,1,0,0,0,0,0
284279,KwaNgxabane,100,24,0.3579690201,48,52,100,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
284280,Luhewini,304,58,0.6447833408,126,177,301,0,2,0,0,14,8,0,277,0,2,1,0,1,0,0,0,0,0
284281,KwaVetyu,392,89,0.721891837,187,205,392,0,0,0,0,0,3,0,380,0,0,0,2,5,0,0,0,1,0
284282,Ncango,279,53,0.441064763,135,144,279,0,0,0,0,0,0,0,268,1,1,0,0,9,0,0,0,0,0
284283,Lower Xuka,183,35,0.539742089,83,99,183,0,0,0,0,0,0,0,179,1,1,0,0,1,0,0,0,0,0
284284,Sigangeni B,91,28,0.2938831496,45,46,91,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0
284285,Tsazo,688,142,2.2563640526,332,356,685,0,0,2,0,2,6,0,670,1,0,1,0,5,0,0,0,2,0
284286,KwaBlaai,775,176,1.3385244396,362,413,775,0,0,0,0,4,9,0,724,3,6,4,11,13,1,0,0,0,0
284287,Manzana,304,67,1.2369633713,146,159,304,0,0,0,0,1,30,0,262,0,1,0,1,9,0,0,0,0,0
284288,Mgwali,816,215,1.8420238351,416,400,813,0,1,0,1,3,32,1,727,12,1,1,6,31,0,0,1,0,0
284289,Enduku,263,50,0.6318072572,138,125,263,0,0,0,0,1,5,0,257,0,0,0,0,0,0,0,0,0,0
284290,Nduka,356,86,0.7671774953,169,188,356,0,0,0,0,0,16,0,316,0,0,3,0,21,0,0,0,0,0
284291,Mbashe,237,65,1.1673223614,109,128,237,0,0,0,0,0,1,0,235,0,0,0,0,1,0,0,0,0,0
284292,Mqwebedu,394,79,1.4544068205,178,215,391,0,0,0,2,0,3,0,387,0,0,0,0,1,0,0,0,2,0
284293,Sikantini,230,57,0.8594950359,109,121,230,0,0,0,0,0,1,0,227,0,1,0,1,0,0,0,0,0,0
284294,Upper Xuka,274,65,0.6575958186,116,158,274,0,0,0,0,0,0,0,272,0,0,0,0,0,0,0,0,2,0
284295,Upper Ngqokotho,274,61,0.7954555755,131,143,274,0,0,0,0,0,0,0,268,0,4,1,0,1,0,0,0,0,0
284296,Nqutwaneni,293,72,0.8263602092,136,157,293,0,0,0,0,0,1,0,292,0,0,0,0,0,0,0,0,0,0
284297,Sidakeni,291,57,1.2782418401,147,144,291,0,0,0,0,0,0,0,282,0,0,0,0,6,0,1,0,2,0
284298,Mthwaku,230,49,1.4435594368,121,109,230,0,0,0,0,0,5,1,224,0,0,0,0,0,0,0,0,0,0
284299,Gcabhalata,178,35,5.7558237735,79,99,178,0,0,0,0,0,1,0,172,0,0,0,1,3,0,0,0,0,0
284300,eSigangeni,742,158,2.2888657567,362,380,742,0,0,0,0,1,9,0,722,0,0,4,1,5,0,0,0,0,0
284301,KwaQithi,463,104,8.232518814,219,245,463,0,0,0,0,2,22,0,435,1,2,1,0,0,0,0,0,0,0
284302,KwaMhaga,275,73,1.3828574454,119,156,275,0,0,0,0,0,2,0,273,0,0,0,0,0,0,0,0,0,0
284303,Gobhoti,1216,279,4.2833027864,562,654,1210,1,1,1,2,25,57,1,1111,2,6,4,1,7,0,0,0,2,0
284304,Waca,70,17,1.423227943,29,41,70,0,0,0,0,0,2,0,67,0,0,0,0,0,0,0,0,0,0
284305,Mpindweni,119,24,0.8432129483,51,68,119,0,0,0,0,0,0,0,119,0,0,0,0,0,0,0,0,0,0
284306,Mpompeni,391,91,3.2322973201,172,219,390,0,0,1,0,1,20,1,357,1,5,1,5,0,0,1,0,0,0
284307,Nkwenkwana,1153,250,6.7389963554,514,639,1153,0,0,0,0,2,10,1,1117,6,1,8,1,6,0,0,0,0,0
284308,Mbilini,545,137,2.7952712635,274,271,545,0,0,0,0,0,2,0,532,0,0,1,0,9,0,0,0,0,0
284309,KuHleke,284,66,1.3906532843,138,147,283,0,1,0,0,0,1,0,280,2,0,0,1,0,0,0,0,0,0
284310,KuMalangazana,493,122,1.4990566367,215,279,493,0,0,0,0,0,3,0,489,0,0,0,1,0,0,0,0,0,0
284311,Mkunjana,578,127,2.3292824667,261,316,578,0,0,0,0,6,9,1,554,3,0,4,0,1,0,0,0,0,0
284312,Sitebe,487,120,1.8541670838,231,256,486,0,0,0,1,1,10,1,470,1,0,0,1,2,0,0,0,0,0
284313,Manuneni,406,98,1.5766524154,199,207,403,0,0,0,4,0,7,1,394,1,2,0,0,0,0,0,0,1,0
284314,Nongandlela,646,166,7.1775396331,328,318,643,0,2,1,0,2,21,5,605,10,0,1,0,2,0,0,0,0,0
284315,Mgibeni,485,107,9.8683137648,250,235,485,0,0,0,0,1,3,1,476,2,0,0,0,1,0,0,0,0,0
284316,KwaMaqanda,512,115,2.7819021445,248,264,511,1,0,0,0,1,3,0,500,0,3,2,0,2,0,0,0,0,0
284317,Mbokotwana,241,58,1.569657704,107,134,241,0,0,0,0,1,2,0,238,0,0,0,0,0,0,0,0,0,0
284318,Mandlaneni B,210,36,0.6924352079,102,107,209,0,0,1,0,0,0,0,204,0,0,0,0,6,0,0,0,0,0
284319,KuMandebe,96,26,0.4374103665,54,42,95,0,0,0,1,0,1,0,93,0,0,0,0,2,0,0,0,0,0
284320,Beyele,552,106,1.5387105004,222,330,552,0,0,0,0,1,2,0,544,1,2,1,0,0,0,0,0,0,0
284321,eNtwashwini B,709,163,3.7336255703,315,394,708,0,0,0,1,6,9,1,678,2,6,1,2,1,0,1,0,1,0
284322,Matyaleni,236,60,2.8593237539,104,132,236,0,0,0,0,11,5,6,213,0,0,1,0,0,0,0,0,0,0
284323,Nkalweni,239,51,1.900202888,108,131,238,0,0,0,1,3,19,0,207,3,6,0,0,0,0,0,0,0,0
284324,Upper Beyele,489,121,1.0000706722,227,262,481,0,0,0,8,0,2,0,478,0,0,0,0,0,0,8,0,0,0
284325,Bodini,889,241,5.1488088524,410,480,888,1,0,0,0,6,59,5,807,4,2,3,0,3,0,0,0,0,0
284326,Fama,426,130,2.050743282,212,213,426,0,0,0,0,0,2,1,414,2,1,0,1,3,0,0,0,0,0
284327,Ntlambo,41,9,0.562247387,16,25,41,0,0,0,0,0,0,0,39,0,0,0,0,2,0,0,0,0,0
284328,KuGxwalibomvu B,286,60,1.2928421079,130,156,286,0,0,0,0,1,3,0,279,0,0,0,0,2,0,0,0,0,0
284329,KwaMbekeni,491,102,1.6962520774,214,277,491,0,0,0,0,0,5,0,473,1,0,2,1,8,0,0,0,0,0
284330,eSilevini,309,64,1.3165479222,151,158,309,0,0,0,0,0,11,0,297,0,0,0,0,0,0,0,0,0,0
284331,Ngquru,318,72,2.1769077527,128,190,318,0,0,0,0,2,17,1,295,0,0,1,0,1,0,0,0,0,0
284332,Mcutu,392,90,1.2745272824,188,203,392,0,0,0,0,1,1,0,386,1,2,0,0,0,0,0,0,0,0
284333,Maloseni,71,13,0.6300158414,36,35,71,0,0,0,0,0,8,0,62,0,0,0,0,1,0,0,0,0,0
284334,eSihlabeni,255,54,1.1273360994,104,150,255,0,0,0,0,0,1,0,249,1,1,0,0,2,0,0,0,0,0
284335,eLalini B,125,30,0.7172787183,53,72,125,0,0,0,0,1,2,0,120,1,0,0,0,0,0,0,0,0,0
284336,eMangweni,204,52,0.5913593033,100,103,201,0,0,0,2,2,6,0,192,0,0,0,0,1,0,0,0,2,0
284337,Esikolweni,522,114,2.135111623,219,303,522,0,0,0,0,0,0,0,519,0,0,1,1,1,0,0,0,0,0
284338,eNdulini,545,107,1.2681009466,251,294,545,0,0,0,0,0,253,3,284,0,1,0,1,2,0,0,0,0,0
284339,eXibeni,95,14,0.9065078087,43,51,95,0,0,0,0,0,2,0,91,1,0,0,0,0,0,0,0,0,0
284340,Ngqalasi,107,22,0.6355831351,45,62,107,0,0,0,0,0,1,0,104,0,0,0,0,1,0,0,0,0,0
284341,Dala,372,83,1.4268633972,171,201,372,0,0,0,0,0,5,0,364,1,1,0,0,1,0,0,0,0,0
284342,KuMageza,431,95,1.8350832388,192,240,431,0,0,0,0,2,10,1,413,2,0,0,1,1,0,0,0,0,0
284343,eTaleni,750,189,5.0514221787,370,380,748,0,0,0,2,8,29,3,691,10,0,6,0,0,0,0,0,2,0
284344,Honti,327,83,1.1578293395,144,183,327,0,0,0,0,1,5,0,314,0,0,3,0,4,0,0,0,0,0
284345,Kono,762,173,2.9866743825,352,410,758,0,0,0,4,16,9,4,710,11,0,5,0,6,0,1,0,0,0
284346,Kwelesha,207,37,1.0891692866,94,113,207,0,0,0,0,0,1,0,205,0,0,1,0,0,0,0,0,0,0
284347,Drayini B,282,84,0.5536282064,122,160,279,0,2,0,1,0,0,0,276,0,0,0,2,0,0,0,0,4,0
284348,No_Andile,324,92,0.6944320954,156,168,322,2,0,0,0,2,11,0,306,0,2,1,2,0,0,0,0,0,0
284349,KwaDlomo B,237,59,0.4922368551,114,123,237,0,0,0,0,1,0,0,231,0,0,2,1,0,0,1,0,0,0
284350,Nkaleni,346,71,1.1483152612,153,194,346,0,0,0,0,0,2,0,343,0,0,1,0,0,0,0,0,0,0
284351,eNtwashwini A,555,121,1.4377265351,265,290,555,0,0,0,0,0,1,0,535,0,0,14,0,6,0,0,0,0,0
284352,eKunene,1044,255,3.4122161976,468,576,1042,0,2,0,0,3,15,0,1013,2,4,1,0,3,0,0,0,2,0
284353,Matolweni,97,23,0.5714928954,39,58,97,0,0,0,0,1,2,0,93,0,0,0,0,1,0,0,0,0,0
284354,Clarkebury,768,220,8.0157672733,375,393,754,10,0,3,1,1,1,0,674,0,1,3,0,3,0,0,0,0,84
284355,Quluqu,703,171,2.7111764486,312,392,701,0,2,0,0,2,5,0,691,0,1,3,0,1,0,0,0,0,0
284356,KuMcuba,111,32,0.8846328322,54,57,111,0,0,0,0,1,8,0,101,1,0,0,0,0,0,0,0,0,0
284357,Ntseleni,367,93,1.8415695611,180,188,364,0,3,0,0,0,2,0,361,0,0,1,0,2,0,0,0,0,0
