Code,Name,Population,Households,Area,Male,Female,Black,Coloured,Indian or Asian,White,Other race,Afrikaans,English,IsiNdebele,IsiXhosa,IsiZulu,Sepedi,Sesotho,Setswana,Sign language,SiSwati,Tshivenda,Xitsonga,Other language,Language not applicable
283128,KuNdonga,1088,261,4.8628015967,523,566,1085,1,2,0,0,8,12,0,1055,0,7,6,0,1,0,0,0,0,0
283129,eNgqanda B,445,108,0.8927428607,210,234,435,0,0,0,10,5,18,1,383,1,4,7,0,0,0,1,2,23,0
283130,Lady Frere,2510,628,21.3747818992,1225,1285,2451,20,9,5,24,19,117,7,2149,10,5,9,3,11,0,9,7,39,125
283131,Bhongolwethu,1514,560,0.7418341721,727,787,1505,4,1,1,2,6,41,7,1421,2,1,6,8,4,0,1,0,17,0
283132,Zizamele,785,179,3.8311960455,366,419,783,1,0,1,0,2,41,2,723,8,0,3,1,2,0,0,0,2,0
283133,eCacadu,1961,542,2.572036506,942,1019,1933,11,13,5,0,10,35,5,1817,12,0,6,3,19,0,1,0,4,50
283134,Zingqolweni,1375,381,2.5957482612,628,746,1369,0,1,1,4,46,15,8,1258,1,2,8,2,32,0,0,0,2,0
283135,Kwa-Percy,863,220,1.3115850803,410,453,860,1,0,1,1,10,22,1,818,3,0,0,1,1,0,0,0,6,0
283136,Lapesini B,242,63,0.7627763992,120,123,241,0,1,0,0,0,4,2,236,0,0,1,0,0,0,0,0,0,0
283137,Magemfaneni,1092,282,2.0975630235,501,592,1083,0,7,2,0,0,1,0,1073,0,1,5,0,10,0,0,0,2,0
283138,Dophu,378,102,0.6052185809,186,192,376,0,2,0,0,0,0,0,366,0,0,0,0,3,0,0,7,2,0
283139,Ngcuka,1358,387,2.8977935119,623,735,1353,0,4,0,1,1,40,9,1291,0,4,11,1,0,0,0,0,1,0
283140,Glen Adelaide,914,231,1.0754030183,447,467,903,0,0,0,11,0,7,0,887,0,0,2,1,6,0,0,0,11,0
283141,Mtsheko,1179,295,2.073673139,583,596,1174,0,0,1,4,0,0,0,1171,0,0,4,0,1,0,1,0,2,0
283142,KuMaqashu,717,177,2.3508734211,315,402,713,1,0,0,2,1,1,0,704,0,0,1,0,7,0,0,0,2,0
283143,Dongweni,675,163,3.0243598928,304,371,675,0,0,0,0,3,7,1,660,0,0,0,0,2,1,0,0,0,0
283144,Maqashu,371,92,2.7751483177,171,200,370,0,0,0,1,2,5,0,354,0,2,0,1,7,0,0,0,0,0
283145,KuLiweni,778,224,4.2872230305,361,418,778,0,0,0,0,4,33,2,728,3,1,1,5,0,0,0,0,1,0
283146,Maqohqweni,341,79,7.2631689173,156,185,340,0,1,0,0,8,16,0,313,2,0,0,0,0,2,0,0,0,0
283147,KwaGcina A,168,44,0.8576734534,81,87,168,0,0,0,0,0,0,0,168,0,0,0,0,0,0,0,0,0,0
283148,Mayireni A,171,44,0.6228676627,83,89,170,0,0,1,0,0,2,0,162,0,0,0,0,0,0,2,0,5,0
283149,Bowden,479,136,1.4814138009,251,228,467,0,1,0,10,6,8,0,441,1,6,5,0,3,0,0,0,9,0
283150,Nonesi,125,28,1.5332124083,54,71,123,0,1,0,0,0,0,0,121,3,0,0,0,0,0,0,0,0,0
283151,Kwa-Blangwe,208,52,3.2693577006,91,117,208,0,0,0,0,0,3,0,204,0,0,0,0,0,0,0,0,0,0
283152,eLupindweni A,146,36,1.5945518646,69,78,145,1,0,0,0,0,0,0,146,0,0,0,0,0,0,0,0,0,0
283153,Kudubeni,655,150,3.53526366,331,324,655,0,0,0,0,4,0,0,635,0,1,0,0,10,0,0,0,0,5
283154,Dlamini,1016,261,1.9542432332,464,552,1015,0,0,0,1,0,6,0,1001,0,0,1,0,6,0,0,2,0,0
283155,KuKavara,674,177,4.1973169658,321,353,673,0,1,0,0,0,4,0,660,0,0,8,0,2,0,0,0,0,0
283156,eDipini,461,104,1.873179235,200,261,461,0,0,0,0,0,0,0,461,0,0,0,0,0,0,0,0,0,0
283157,Gqadu,1169,322,2.6811329328,533,635,1158,3,2,1,4,0,6,0,1143,0,0,6,6,7,0,0,0,1,0
283158,Ngqoko,546,149,0.7810665523,245,301,546,0,0,0,0,0,3,1,540,1,0,0,0,0,0,0,0,0,0
283159,Lumko,85,22,0.9918893991,40,45,85,0,0,0,0,0,0,0,83,0,0,1,0,0,0,0,0,0,0
283160,Diphini,240,58,3.3063020561,107,132,238,0,0,1,0,0,2,0,235,0,0,1,0,1,0,0,0,0,0
283161,Endwe,385,99,1.5651417869,167,218,385,0,0,0,0,0,1,0,382,0,0,0,0,2,0,0,0,0,0
283162,Njombela,370,109,1.5325798143,160,209,369,0,1,0,0,0,2,0,366,0,0,0,0,0,0,0,0,1,0
283163,eThafeni,613,163,0.8293264011,313,300,609,1,0,0,2,9,12,1,583,1,5,0,0,2,0,0,0,0,0
283164,Nghala,817,203,2.6033899629,362,455,816,1,0,0,0,2,6,0,790,0,0,3,1,15,0,0,0,0,0
283165,eMthonjeni,565,131,0.9362367082,261,304,553,9,3,0,0,2,1,0,551,0,0,6,0,4,0,0,0,0,0
283166,Mqonci,853,219,1.6289879076,421,432,853,0,0,0,0,5,6,0,832,1,0,2,1,6,0,0,0,0,0
283167,Matyhantya B,1239,320,1.8023363677,551,688,1234,0,4,0,1,5,20,0,1194,1,3,4,1,6,0,0,1,4,0
283168,Outubeni,814,239,2.0683076841,364,450,811,0,1,1,0,0,7,1,785,2,1,9,0,7,0,0,0,1,0
283169,Drayini,263,80,1.2398412784,130,133,261,0,0,0,1,1,0,0,257,0,0,4,0,0,0,0,0,1,0
283170,Mdeni A,203,59,0.7199744483,89,114,203,0,0,0,0,0,0,0,198,1,0,3,0,0,0,0,0,0,0
283171,eLuxeni B,351,93,0.6907184487,153,198,349,0,1,0,1,1,5,0,334,0,1,0,1,9,0,0,0,0,0
283172,Sihlaba,228,58,4.797466126,108,120,228,0,0,0,0,0,3,0,222,0,0,0,0,2,0,0,0,0,0
283173,Mdeni B,266,59,1.4993440032,134,132,266,0,0,0,0,1,6,0,254,1,0,0,1,2,0,0,0,0,0
283174,eSikhwankqeni,78,23,2.0964212572,42,36,78,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0
283175,Bhoko,302,73,2.355217384,120,182,302,0,0,0,0,3,1,2,292,2,0,0,0,0,0,0,0,0,0
283176,Matyhantya A,298,85,0.7942651294,157,141,298,0,0,0,0,0,8,0,278,6,0,0,0,5,0,0,1,0,0
283177,Ndenxe,1584,449,5.003273771,736,848,1582,0,2,0,0,8,25,5,1507,5,0,3,0,24,0,0,0,7,0
283178,Lututu,610,174,2.1084535776,279,331,609,0,0,0,1,0,5,0,601,0,0,0,3,0,0,0,0,1,0
283179,Mmangweni C,147,39,1.0212623224,69,78,145,0,0,0,1,0,0,0,145,0,0,0,0,0,0,0,0,1,0
283180,Qithi,414,107,1.3336655424,185,229,414,0,0,0,0,0,0,0,413,0,0,1,0,0,0,0,0,0,0
283181,Holani,572,135,0.8637831538,259,313,572,0,0,0,0,1,8,0,554,0,0,7,0,2,0,0,0,0,0
283182,Manqata,18,7,0.9301190995,10,8,18,0,0,0,0,0,0,0,17,0,0,0,0,1,0,0,0,0,0
283183,Xonxa,793,255,1.8638595227,366,428,787,0,0,1,5,1,5,0,779,0,0,4,0,1,0,0,1,2,0
283184,eGcibhala,558,168,1.0950878899,276,282,556,1,1,0,0,1,0,0,549,0,2,1,0,4,0,0,0,1,0
283185,Kwa-Tshatshu,267,76,1.5462466282,116,151,267,0,0,0,0,1,6,0,257,0,0,1,0,2,0,0,0,0,0
283186,Mtonjeni,212,74,0.8798745613,100,112,212,0,0,0,0,0,1,0,210,0,0,1,0,0,0,0,0,0,0
283187,Nomfutwane,168,55,2.3081378104,74,94,167,0,1,0,0,2,0,0,166,0,0,0,0,0,0,0,0,0,0
283188,Ngxabani,345,103,1.1764753398,164,181,345,0,0,0,0,0,2,0,338,0,0,2,0,1,0,0,0,1,0
283189,Tshatshu,1332,393,2.2006441104,612,720,1331,0,0,0,1,6,16,0,1290,1,0,13,1,2,0,0,0,2,0
283190,Poltini,94,25,0.2798203164,41,53,94,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0
283191,Makhumeni / Manga,175,51,1.7202976206,84,91,175,0,0,0,0,0,3,1,168,2,0,0,0,0,0,0,0,0,0
283192,KwaGcine,231,67,0.715416684,103,127,229,0,0,1,0,0,1,0,228,0,0,0,0,1,0,0,0,0,0
283193,Rwantsana,188,72,0.7985593342,80,108,188,0,0,0,0,1,0,0,187,0,0,0,0,0,0,0,0,0,0
283194,Gandu,243,69,0.8549386809,125,119,243,0,0,0,0,0,7,0,231,0,2,2,0,1,0,0,0,0,0
283195,Dwareni,182,59,0.6507010439,81,101,181,1,0,0,0,1,1,0,180,0,0,0,0,0,0,0,0,0,0
283196,Mangweveni,204,57,1.231861215,93,110,204,0,0,0,0,0,1,0,199,0,2,0,0,0,0,0,1,0,0
283197,Jojo,334,101,6.1035076543,175,159,333,0,0,0,1,5,0,1,325,0,0,1,0,2,0,0,0,0,0
283198,eSihlabeni,275,71,0.7848627638,129,146,275,0,0,0,0,1,5,8,249,0,5,6,0,2,0,0,0,0,0
283199,Mangweni B,168,73,0.5995778774,79,89,166,0,0,0,2,0,11,0,155,0,1,0,0,0,0,0,0,0,0
283200,Kwa-Hala,154,45,0.9280667149,84,70,154,0,0,0,0,1,0,0,152,0,0,0,0,0,0,0,0,0,0
283201,Luxeni,113,33,1.432237689,49,64,113,0,0,0,0,1,2,0,107,0,2,0,0,0,0,0,0,0,0
283202,Mbeteni,211,58,0.9513754682,115,96,211,0,0,0,0,1,3,0,205,0,0,0,1,0,0,0,0,0,0
283203,Tsolokazi B,278,90,0.8695195467,152,126,278,0,0,0,0,0,1,0,269,2,0,1,0,5,0,0,0,0,0
283204,Nqiningana,828,277,2.062228112,384,444,827,1,0,0,0,1,2,1,806,0,5,13,0,0,0,0,0,0,0
283205,Makhikhi,737,204,3.9454412679,364,373,735,0,0,1,1,2,10,0,638,7,31,9,0,0,0,0,0,0,40
283206,Mphothulo,489,130,1.4433238417,219,270,489,0,0,0,0,0,7,0,470,0,0,9,0,2,0,0,0,0,0
283207,eMaqwatini,269,81,0.6137088124,140,129,269,0,0,0,0,2,10,1,252,0,0,2,0,1,0,0,0,0,0
283208,eMazimeni,275,86,0.5396648848,152,123,275,0,0,0,0,2,4,0,259,0,1,0,0,8,0,0,0,0,0
284001,Nqancule,145,33,5.2239557455,71,75,145,0,0,0,0,0,5,0,141,0,0,0,0,0,0,0,0,0,0
284002,Mdeni D,294,80,2.6326987809,149,145,294,0,0,0,0,0,0,0,292,1,0,0,0,1,0,0,0,0,0
284003,Singcukeni,229,67,1.9777586976,106,123,229,0,0,0,0,0,0,0,223,0,0,0,0,6,0,0,0,0,0
284004,Engcobo NU,1265,293,1550.7141299948,581,684,1256,1,0,2,6,5,35,3,1194,6,3,1,2,11,0,1,0,1,3
284005,Singqumeni B,233,58,2.1987795069,116,118,233,0,0,0,0,0,0,3,227,1,0,0,1,0,0,0,0,0,0
284006,Gubenxa,255,55,2.3512667739,129,127,255,0,0,0,0,1,5,0,245,1,1,1,0,0,0,1,0,0,0
284007,Lixeni A,212,42,4.9649846659,110,102,212,0,0,0,0,0,8,0,198,1,5,1,0,0,0,0,0,0,0
284008,Taleni,279,66,2.4540109638,138,141,276,1,1,0,0,1,25,0,238,6,4,4,0,1,0,0,0,0,0
284009,KuManzimdaka,338,85,6.1388006544,165,173,338,0,0,0,0,1,4,0,325,2,0,0,0,6,0,0,0,0,0
284010,KuManzimdaka A,214,46,4.7259298862,87,127,214,0,0,0,0,1,4,0,203,1,2,0,0,2,0,0,0,0,0
284011,Ncityana B,51,18,4.0218944134,21,30,51,0,0,0,0,0,5,5,40,0,1,0,0,0,0,0,0,0,0
284012,Ngqayi B,259,70,5.355391029,108,151,259,0,0,0,0,2,18,0,228,0,3,6,0,1,0,0,0,0,0
284013,KuManzimdaka B,391,97,3.6102478703,184,206,389,0,0,1,0,1,1,0,386,0,1,0,0,1,0,0,0,0,0
284014,eNcalukeni,177,59,1.2806085092,77,100,177,0,0,0,0,0,1,0,174,0,0,0,2,0,0,0,0,0,0
284015,eLixeni,369,86,1.6559542307,163,206,369,0,0,0,0,5,3,1,353,1,2,0,0,2,0,0,0,1,0
284016,Smit,351,73,4.6480756869,167,185,347,0,0,5,0,10,14,1,312,2,2,0,2,6,0,0,1,0,0
284017,Mdeni C,353,75,6.040339798,176,177,353,0,0,0,0,5,8,1,335,2,1,0,0,0,0,0,0,0,0
284018,Mncwasi,106,18,1.8098905521,47,59,106,0,0,0,0,0,6,0,98,0,0,0,1,1,0,0,0,0,0
284019,Singqumeni A,216,32,2.3471449855,90,126,216,0,0,0,0,0,1,0,212,0,0,0,0,2,0,0,0,0,0
284020,Mnyolo,509,110,3.8139267642,230,280,509,0,0,0,0,0,11,1,490,2,2,1,0,1,0,0,0,0,0
284021,Nkanga,203,50,1.8098906525,97,107,202,0,1,0,0,0,0,0,196,0,0,4,1,2,0,0,0,0,0
284022,Didwayo,211,51,3.3362678623,79,132,211,0,0,0,0,0,0,0,206,0,0,0,0,5,0,0,0,0,0
284023,Luxwesweni,56,10,5.2992857319,31,25,56,0,0,0,0,13,11,0,32,0,0,0,0,0,0,0,0,0,0
284024,Sundwane,29,11,1.6564803567,17,12,29,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0
284025,Bulawayo,116,30,3.0141351964,58,58,116,0,0,0,0,0,1,0,114,0,0,1,0,0,0,0,0,0,0
284026,Ratswini,340,67,2.1402232174,165,176,339,0,0,1,0,0,1,0,338,0,1,0,0,0,0,0,0,0,0
284027,eMatylolweni,231,56,6.2072974274,111,120,231,0,0,0,0,3,13,1,213,0,0,0,1,0,0,0,0,0,0
284028,Ntsuba,394,70,8.1903758565,173,220,394,0,0,0,0,1,5,0,382,0,0,0,0,5,0,0,0,1,0
284029,Ngcolo,24,7,6.8563610847,13,11,24,0,0,0,0,0,1,0,23,0,0,0,0,0,0,0,0,0,0
284030,Sitoleni,103,26,8.2250308962,46,58,103,0,0,0,0,0,0,0,98,0,1,0,0,5,0,0,0,0,0
284031,Sitishini,131,31,3.0177788185,52,79,131,0,0,0,0,1,1,0,127,0,1,0,1,0,0,0,0,0,0
284032,Mbabakazi,413,84,11.5295592501,191,222,412,0,0,1,0,1,3,1,396,2,2,1,1,3,1,0,0,0,0
284033,Bumbane A,147,31,3.6703058485,70,78,146,1,0,0,0,0,8,0,138,0,1,0,0,0,0,0,0,0,0
284034,KuHlopekazi,269,61,3.8874413146,125,144,269,0,0,0,0,0,1,0,262,0,0,1,0,5,0,0,0,0,0
284035,Xokonxa B,80,17,1.2198783336,39,41,80,0,0,0,0,1,0,0,79,0,0,0,0,0,0,0,0,0,0
284036,Upper Gqaga,75,18,1.4293113509,49,27,75,0,0,0,0,0,9,0,53,0,7,0,2,5,0,0,0,0,0
284037,Ludadeni,170,34,2.7619723357,76,94,170,0,0,0,0,0,0,0,170,0,0,0,0,0,0,0,0,0,0
284038,Lixeni B,299,68,1.4810799729,139,160,298,0,0,1,0,2,0,1,277,0,7,0,0,11,0,0,0,0,0
284039,Zabasa,506,103,5.4520192315,206,300,505,0,0,1,0,0,3,5,478,7,1,1,7,3,0,0,0,0,0
284040,Daligqili,308,64,3.3254902969,133,174,298,9,0,0,0,6,9,0,289,0,0,1,0,2,0,0,0,0,0
284041,Mboleni A,153,25,5.5311529497,70,83,153,0,0,0,0,1,1,0,151,0,0,0,0,0,0,0,0,0,0
284042,Sidindi,434,83,3.9354181917,203,231,433,0,1,0,0,6,9,2,409,2,0,2,1,2,0,0,0,0,0
284043,Mkonkota,328,61,6.4669535902,163,165,328,0,0,0,0,2,8,0,309,1,0,0,0,7,0,0,0,0,0
284044,Jalisa,278,61,3.2916686273,126,151,278,0,0,0,0,0,2,0,273,1,1,0,0,0,0,0,0,0,0
284045,eSingeni A,198,36,3.0286579179,88,110,198,0,0,0,0,1,2,1,191,0,0,1,0,0,0,0,0,1,0
284046,KuHlaba B,147,22,2.277660845,73,74,147,0,0,0,0,0,0,0,136,0,0,0,0,11,0,0,0,0,0
284047,eGcabalata,367,82,2.8765498315,169,199,367,0,0,0,0,1,0,0,357,1,0,0,0,8,0,0,0,0,0
284048,eGxojeni,278,69,1.4523587639,120,157,278,0,0,0,0,0,1,1,274,0,0,0,0,1,0,0,0,0,0
284049,KuNtaka B,151,38,6.7245591389,66,85,151,0,0,0,0,0,1,0,150,0,0,0,0,0,0,0,0,0,0
284050,KuZilitole,147,27,1.496606142,64,83,147,0,0,0,0,0,0,1,143,1,0,0,0,2,0,0,0,0,0
284051,Zigandleni,73,9,1.4341950811,35,38,73,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0
284052,eSikhungwini,69,18,0.7775890762,37,32,69,0,0,0,0,0,0,0,68,1,0,0,0,0,0,0,0,0,0
284053,eMkalweni,317,75,2.3929476819,147,170,317,0,0,0,0,7,5,1,299,1,1,2,0,1,0,0,0,0,0
284054,Ndlunkulu B,168,39,1.5902331864,81,87,168,0,0,0,0,0,0,0,168,0,0,0,0,0,0,0,0,0,0
284055,Elabafazi,196,40,1.1825180741,91,105,196,0,0,0,0,3,10,0,176,5,0,0,0,1,0,0,0,0,0
284056,KuHlaba A,290,73,1.3336649104,149,141,290,0,0,0,0,2,6,1,274,0,0,0,0,7,0,0,0,0,0
284057,KuMchayi,220,46,1.971758879,108,112,220,0,0,0,0,7,10,5,182,16,0,0,1,0,0,0,0,0,0
284058,eMachibini,258,52,3.3752482345,115,143,258,0,0,0,0,0,0,1,257,0,0,0,0,0,0,0,0,0,0
284059,KwaMgqondo,219,39,3.1936582306,95,123,219,0,0,0,0,22,2,0,184,8,0,0,1,2,0,0,0,0,0
284060,Caba,85,16,1.4155066254,32,54,85,0,0,0,0,0,1,0,83,0,0,0,0,1,0,0,0,0,0
284061,Mdeni A,87,19,1.4740892291,35,52,86,0,0,1,0,0,1,0,86,0,0,0,0,0,0,0,0,0,0
284062,Ngxangxasi A,380,71,1.6374065655,182,198,380,0,0,0,0,0,0,0,369,0,0,0,0,11,0,0,0,0,0
284063,Sigidi,512,88,2.5193194897,241,271,512,0,0,0,0,0,6,0,503,2,0,1,0,0,0,0,0,0,0
284064,KuQunduvane,443,82,1.9970728861,199,244,443,0,0,0,0,2,1,0,435,0,0,0,0,5,0,0,0,0,0
284065,KuNogqogqowana,239,57,1.9911113538,101,138,238,1,0,0,0,6,16,0,212,3,1,1,0,0,0,0,0,0,0
284066,Sigangeni A,444,99,2.639117804,198,246,444,0,0,0,0,5,12,1,419,3,2,1,0,0,0,0,0,0,0
284067,Amamvala,655,149,1.5221716879,319,336,655,0,0,0,0,7,15,0,612,7,2,4,0,9,0,0,0,0,0
284068,eMamvulaneni,310,73,0.9407465173,139,171,310,0,0,0,0,3,1,0,288,0,0,1,1,16,0,0,0,0,0
284069,Mazimeni,172,53,0.5744560857,77,95,169,0,0,0,4,0,5,0,147,0,0,1,2,17,0,0,0,0,0
284070,Komkulu A,346,89,1.3089581545,172,174,343,0,0,0,4,0,19,3,315,1,0,1,1,1,1,0,0,2,0
284071,Bula,391,80,2.2079660947,175,216,389,0,2,0,0,1,15,2,370,1,0,0,0,0,0,0,0,1,0
284072,Mboleni B,223,59,1.6299378127,106,117,223,0,0,0,0,0,3,0,217,0,0,1,0,2,0,0,0,0,0
284073,Ngapezulu,204,46,1.3710537242,88,116,204,0,0,0,0,3,7,0,190,0,2,0,0,0,0,0,1,0,0
284074,Lwandlana,491,115,1.934432584,219,272,491,0,0,0,0,2,31,2,450,1,0,0,5,0,0,0,0,0,0
284075,Ndlunkulu A,269,62,2.2547027399,121,149,268,0,0,1,0,1,1,0,266,1,0,0,0,0,0,0,0,0,0
284076,KuNgubo,299,58,1.5897589399,119,180,298,0,0,1,0,0,0,0,295,0,0,0,0,0,0,0,0,4,0
284077,Zubura,405,77,4.2446225446,201,203,405,0,0,0,0,0,2,7,391,0,1,2,0,0,0,0,0,0,1
284078,Mjeni,331,70,1.5437224814,157,174,330,1,0,0,0,0,3,1,320,3,1,0,1,1,0,0,0,0,0
284079,Gqaka,428,105,2.0190254396,199,229,428,0,0,0,0,1,1,0,415,0,2,2,2,3,0,0,0,0,0
284080,Mhlahlane,271,75,1.3607545946,132,140,269,2,0,0,0,8,2,0,244,1,4,2,0,6,0,0,0,4,0
284081,Gqutyini D,78,18,1.0028955412,35,42,78,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0
284082,Gqutyini E,0,0,0.1330339098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
284083,Ziyekeni,699,154,6.1881379598,336,363,695,1,0,1,1,1,14,0,677,5,2,0,0,0,0,0,0,0,0
284084,Elithuthu,371,81,3.0288976245,182,189,371,0,0,0,0,0,0,0,364,1,1,1,1,2,0,0,0,0,0
284085,Mqabo,75,15,2.3629160793,40,35,75,0,0,0,0,1,11,0,61,2,0,0,0,0,0,0,0,0,0
284086,Upper Mgwalana,84,20,2.3835678871,33,50,84,0,0,0,0,0,10,0,72,0,0,0,0,1,0,0,0,0,0
284087,Xokonxa A,206,37,2.2360202955,94,113,206,0,0,0,0,0,1,0,205,0,0,0,0,0,0,0,0,0,0
284088,eLokishini,284,62,2.5974937466,123,160,284,0,0,0,0,0,1,0,282,0,0,0,0,1,0,0,0,0,0
284089,Mtwazi,130,33,1.3060101871,61,70,130,0,0,0,0,0,0,0,130,0,0,0,0,0,0,0,0,0,0
284090,KuGilandoda,299,66,3.0537491235,138,161,299,0,0,0,0,0,1,0,296,1,0,1,0,0,0,0,0,0,0
284091,Tsalaba B,208,47,4.3612012587,89,120,208,0,0,0,0,0,0,0,206,0,0,2,0,0,0,0,0,0,0
284092,Equtubeni,103,20,1.361781785,57,46,103,0,0,0,0,0,0,0,102,0,0,1,0,0,0,0,0,0,0
284093,Tsalaba A,158,42,6.5107195827,70,88,158,0,0,0,0,1,0,0,155,0,0,0,0,0,0,0,0,1,0
284094,Lower Tsalaba,175,38,3.1044123322,84,90,175,0,0,0,0,0,0,0,174,0,0,0,0,1,0,0,0,0,0
284095,Komkulu B,188,34,2.5662400291,100,88,188,0,0,0,0,0,2,0,183,0,2,0,1,0,0,0,0,0,0
284096,KuLubisi,432,88,2.4708652632,194,238,432,0,0,0,0,1,5,0,409,2,8,2,1,3,0,0,0,0,0
284097,KuCibi,351,82,1.1752602829,161,190,351,0,0,0,0,0,1,0,343,6,0,0,0,1,0,0,0,0,0
284098,Lancede,190,33,1.1891933628,86,103,190,0,0,0,0,1,0,0,189,0,0,0,0,0,0,0,0,0,0
284099,KuGxwalibomvu A,764,180,3.2410125684,341,423,761,0,1,1,0,10,35,2,687,5,17,0,0,7,0,0,0,0,0
284100,Nkungwini,802,168,3.4688735449,371,431,801,0,0,1,0,16,15,1,765,1,3,1,0,0,0,0,0,0,0
284101,Xentu,253,49,1.3021270226,110,143,253,0,0,0,0,2,6,0,231,5,3,2,0,3,0,0,0,0,0
284102,Bumbane B,203,54,1.0382744872,96,107,203,0,0,0,0,1,10,1,186,1,0,1,2,0,0,0,0,0,0
284103,Ngxangxasi B,171,36,1.2603524116,72,99,171,0,0,0,0,1,6,0,156,0,0,0,0,8,0,0,0,0,0
284104,Lubisi,107,30,2.67466413,49,58,107,0,0,0,0,8,0,0,97,0,0,0,1,1,0,0,0,0,0
284105,KwaBlangwe,127,61,1.4573507063,62,65,127,0,0,0,0,0,1,0,126,0,0,0,0,0,0,0,0,0,0
284106,Luhlalweni,173,38,0.6039497043,72,101,173,0,0,0,0,0,0,0,173,0,0,0,0,0,0,0,0,0,0
284107,KwaMqokoqo,286,57,1.0158900705,142,145,286,0,0,0,0,2,0,0,282,0,0,0,0,2,0,0,0,0,0
284108,Mareleni,166,41,0.9575604921,81,85,166,0,0,0,0,3,3,1,149,2,0,1,0,6,0,0,0,0,0
284109,Mayireni,720,186,2.2676666518,380,340,719,0,0,0,1,0,22,2,677,2,7,1,0,5,0,0,0,4,0
284110,Ntabomvu,457,95,2.5464704262,218,239,457,0,0,0,0,1,1,1,436,2,1,3,1,7,0,0,0,2,0
284111,Sandile,972,238,3.0243705061,456,516,964,0,1,0,6,2,20,2,930,5,1,2,1,2,0,0,0,6,0
284112,KwaFane A,633,137,2.5866385349,287,346,633,0,0,0,0,2,16,1,604,2,2,0,0,5,0,1,0,0,0
284113,KwaYawa,106,26,0.3132270545,50,56,106,0,0,0,0,0,0,0,102,1,1,2,0,0,0,0,0,0,0
284114,KwaCekwe,275,58,0.6564669142,121,154,273,0,1,0,0,0,5,1,260,0,1,1,0,7,0,0,0,0,0
284115,KuNtlanzi,391,116,1.6598633267,197,193,389,0,0,0,1,1,12,0,368,0,6,1,0,1,0,0,0,1,0
284116,Amanzolo,243,55,0.8913860493,114,129,243,0,0,0,0,0,2,1,238,0,0,1,0,0,0,0,0,0,0
284117,KwaNzolo B,309,71,0.9984938514,130,179,309,0,0,0,0,5,11,0,289,2,2,0,0,0,0,0,0,0,0
284118,Mntuntloni,256,64,4.4274829456,139,117,254,2,0,0,0,0,3,0,247,0,0,0,0,6,0,0,0,0,0
284119,Mhlangwini,180,60,4.3830656933,86,94,180,0,0,0,0,0,0,0,174,0,0,0,0,6,0,0,0,0,0
284120,Nkwenkwezi,271,58,7.8295979631,137,134,271,0,0,0,0,1,7,1,257,2,0,2,0,0,0,0,0,0,0
284121,Mgaphesheya,263,48,2.9961864411,111,152,263,0,0,0,0,0,2,0,260,0,0,0,0,1,0,0,0,0,0
284122,Mamfeneni,19,6,1.6943116798,8,11,19,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0
284123,Gqutyini F,104,26,5.4333861907,41,63,104,0,0,0,0,0,1,0,98,0,0,0,0,5,0,0,0,0,0
284124,Mgwalana B,408,97,9.9497447882,198,210,407,0,0,1,0,2,19,5,376,1,2,0,0,2,0,0,0,0,0
284125,Maqwathini,53,9,2.2605058959,23,31,53,0,0,0,0,0,0,0,52,0,0,1,0,0,0,0,0,0,0
284126,Magebeni,155,37,2.2342644917,81,74,154,1,0,0,0,2,7,0,146,0,0,0,0,0,0,0,0,0,0
284127,Magqaqaleni,132,38,1.5649567724,64,68,132,0,0,0,0,1,5,7,114,2,1,0,0,1,0,0,0,0,0
284128,Jumba,486,138,3.9167605763,224,261,486,0,0,0,0,2,6,0,477,0,0,0,0,1,0,0,0,0,0
284129,Makhumeni,426,109,2.4508595109,198,228,426,0,0,0,0,0,0,0,422,0,0,0,0,3,0,0,0,0,0
284130,Nkobole,172,40,0.9489250463,80,92,172,0,0,0,0,0,0,0,167,0,1,0,0,3,0,0,0,0,0
284131,KwaNdobe,199,47,0.8279029966,101,98,199,0,0,0,0,2,1,0,196,0,0,0,0,0,0,0,0,0,0
284132,KuNonyentu,257,49,0.8281435781,121,136,257,0,0,0,0,1,0,0,252,0,3,0,0,1,0,0,0,0,0
284133,Gulandoda,265,60,3.2484847115,125,140,265,0,0,0,0,1,2,2,255,0,0,0,3,1,0,0,0,0,0
284134,Msintsana,145,29,1.059185627,78,68,145,0,0,0,0,0,1,0,142,1,0,1,0,0,0,0,0,0,0
284135,eMampingeni,231,115,1.4028827813,123,109,231,0,0,0,0,0,2,0,226,1,1,0,1,0,0,0,0,0,0
284136,Magqoleni,644,184,3.5439949185,300,344,641,0,0,0,2,2,17,1,599,4,0,13,1,3,0,0,0,2,0
284137,Gqutyini C,228,50,0.4638428275,118,110,228,0,0,0,0,3,2,1,217,1,0,0,0,3,0,0,0,1,0
284138,Ngxingweni,166,32,5.8405748196,74,92,166,0,0,0,0,0,0,0,165,0,0,1,0,0,0,0,0,0,0
